Año,Mes,Cuit Vendedor,Vendedor,Planta Carga,Tipo Producto,Cuit Comprador,Comprador,Actividad Comprador,Volumen Dentro,Precio Dentro Iva,Precio Dentro Sin Iva,Volumen Fuera,Precio Fuera Iva,Precio Fuera Sin Iva,Volumen Res 844/2007,Precio Res 844/2007 Iva,Precio Res 844/2007 Sin Iva,Fecha Data
2018,7,30546689979,YPF SOCIEDAD ANONIMA,DOCK SUD |Oper:YPF SOCIEDAD ANONIMA| ,Propano,30-70853403-6,Distribuidora Lidergas,Fraccionadora Envases y Granel,0.0,0.0,0.0,89.65,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30546689979,YPF SOCIEDAD ANONIMA,REFINERIA LA PLATA |Oper:YPF SOCIEDAD ANONIMA| ,Propano,30-70853403-6,Distribuidora Lidergas,Fraccionadora Envases y Granel,0.0,0.0,0.0,203.78,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30546689979,YPF SOCIEDAD ANONIMA,DOCK SUD |Oper:YPF SOCIEDAD ANONIMA| ,Propano,30-70874865-6,Buenos Aires Gas (BAGSA),Distribuidores por Redes,44.55,3979.11,3601.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30546689979,YPF SOCIEDAD ANONIMA,REFINERIA LA PLATA |Oper:YPF SOCIEDAD ANONIMA| ,Propano,30-70874865-6,Buenos Aires Gas (BAGSA),Distribuidores por Redes,45.26,3979.11,3601.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30546689979,YPF SOCIEDAD ANONIMA,"SAN LORENZO, SANTA FE |Oper:YPF SOCIEDAD ANONIMA| ",Propano,30-70911338-7,COOPERATIVA DE SERVICIOS PUBLICOS DE RECONQUISTA LTDA,Distribuidores por Redes,22.18,3979.11,3601.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30546689979,YPF SOCIEDAD ANONIMA,REFINERIA LA PLATA |Oper:YPF SOCIEDAD ANONIMA| ,Propano,30-70952996-6,Ansigas II S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,20.24,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30546689979,YPF SOCIEDAD ANONIMA,"LUJAN DE CUYO, MENDOZA |Oper:YPF SOCIEDAD ANONIMA| ",Propano,33-65786558-9,DISTRIBUIDORA DE GAS CUYANA S.A.,Distribuidores por Redes,1651.76,3979.11,3601.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30546689979,YPF SOCIEDAD ANONIMA,REFINERIA LA PLATA |Oper:YPF SOCIEDAD ANONIMA| ,Propano,33-66939180-9,Molle Gas S.R.L.,Fraccionadora Envases y Granel,0.0,0.0,0.0,20.96,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30546689979,YPF SOCIEDAD ANONIMA,REFINERIA LA PLATA |Oper:YPF SOCIEDAD ANONIMA| ,Propano,33-70771202-9,Federal Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,22.72,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30546689979,YPF SOCIEDAD ANONIMA,REFINERIA LA PLATA |Oper:YPF SOCIEDAD ANONIMA| ,Propano,33-71097065-9,Sifer Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,22.16,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30629827060,CAPEX S.A,"AGUA DEL CAJON, NEUQUEN |Oper:CAPEX S.A| ",Butano,30-61232352-2,I.P. S.A.,Petroquimica,0.0,0.0,0.0,926.12,14369.4,13003.98,0.0,0,0,2018-07-31
2018,7,30629827060,CAPEX S.A,"AGUA DEL CAJON, NEUQUEN |Oper:CAPEX S.A| ",Butano,30-68092234-5,Italgas S.A.,Petroquimica,0.0,0.0,0.0,206.0,14604.96,13217.16,0.0,0,0,2018-07-31
2018,7,30629827060,CAPEX S.A,"AGUA DEL CAJON, NEUQUEN |Oper:CAPEX S.A| ",Propano,30-54270057-9,Surgas S.A.,Fraccionadora Envases y Granel,45.5,6079.71,5502.0,276.92,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30629827060,CAPEX S.A,"AGUA DEL CAJON, NEUQUEN |Oper:CAPEX S.A| ",Propano,30-55449610-1,Total Especialidades Argentina S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,423.18,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30629827060,CAPEX S.A,"AGUA DEL CAJON, NEUQUEN |Oper:CAPEX S.A| ",Propano,30-55483494-5,Cooperativa de Obras y Servicios Públicos Sociales y Viviendas El Bolsón Limitada,Distribuidores por Redes,266.79,3979.11,3601.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30629827060,CAPEX S.A,"AGUA DEL CAJON, NEUQUEN |Oper:CAPEX S.A| ",Propano,30-55483494-5,Cooperativa de Obras y Servicios Públicos Sociales y Viviendas El Bolsón Limitada,Fraccionadora Envases y Granel,0.0,0.0,0.0,109.18,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30629827060,CAPEX S.A,"AGUA DEL CAJON, NEUQUEN |Oper:CAPEX S.A| ",Propano,30-61232352-2,I.P. S.A.,Petroquimica,0.0,0.0,0.0,323.84,14527.13,13146.72,0.0,0,0,2018-07-31
2018,7,30629827060,CAPEX S.A,"AGUA DEL CAJON, NEUQUEN |Oper:CAPEX S.A| ",Propano,30-68092234-5,Italgas S.A.,Petroquimica,0.0,0.0,0.0,44.02,14765.28,13362.24,0.0,0,0,2018-07-31
2018,7,30629827060,CAPEX S.A,"AGUA DEL CAJON, NEUQUEN |Oper:CAPEX S.A| ",Propano,30-68092234-5,Italgas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,112.9,14765.28,13362.24,0.0,0,0,2018-07-31
2018,7,30629827060,CAPEX S.A,"AGUA DEL CAJON, NEUQUEN |Oper:CAPEX S.A| ",Propano,30-68924748-9,Oeste Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,55.5,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30645469026,"Rio Cullen Las Violetas S.A. Y Otros, UTE","PLANTA SAN LUIS, YACIMIENTO RIO CULLEN |Oper:Rio Cullen Las Violetas S.A. Y Otros, UTE| ",Propano,30-63010662-8,Gas Austral  S.A.,Fraccionadora Envases y Granel,49.18,5502.0,5502.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Butano,30-51548847-9,YPF Gas S.A.,Fraccionadora Envases y Granel,5648.01,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Butano,30-51563721-0,Amarilla Gas S.A,Fraccionadora Envases y Granel,1183.58,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Butano,30-54270057-9,Surgas S.A.,Fraccionadora Envases y Granel,180.06,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Butano,30-54302442-9,Las Varillas Gas SACI,Fraccionadora Envases y Granel,621.52,5984.68,5416.0,694.24,15386.02,13924.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Butano,30-54569719-6,Cooperativa de Usuarios de Electricidad y de Consumo de Castelli Limitada.,Fraccionadora Envases y Granel,164.92,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Butano,30-54571617-4,Cooperativa Popular de Electricidad Obras y Servicios Públicos de Santa Rosa Ltda.,Fraccionadora Envases y Granel,113.1,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Butano,30-62273099-1,Di Marco S.A.,Fraccionadora Envases y Granel,1105.28,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Butano,30-63718290-7,Cañuelas Gas S.A.,Fraccionadora Envases y Granel,5462.56,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Butano,30-68092234-5,Italgas S.A.,Fraccionadora Envases y Granel,2454.88,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Butano,30-68092234-5,Italgas S.A.,Petroquimica,0.0,0.0,0.0,1550.82,15704.26,14212.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Butano,30-68622628-6,Dolores Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,91.04,15386.02,13924.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Butano,30-70891311-8,Futuro Gas Sociedad Anónima.,Fraccionadora Envases y Granel,317.92,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Butano,33-70771202-9,Federal Gas S.A.,Fraccionadora Envases y Granel,279.28,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-51563721-0,Amarilla Gas S.A,Fraccionadora Envases y Granel,0.0,0.0,0.0,554.26,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-51709512-1,Gas Areco S.A.C.I.,Fraccionadora Envases y Granel,0.0,0.0,0.0,45.1,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-54270057-9,Surgas S.A.,Fraccionadora Envases y Granel,110.52,6079.71,5502.0,45.08,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-54569719-6,Cooperativa de Usuarios de Electricidad y de Consumo de Castelli Limitada.,Fraccionadora Envases y Granel,0.0,0.0,0.0,139.3,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-54570041-3,Cooperativa Fabrica de Electricidad de Laboulaye Limitada,Distribuidores por Redes,870.06,4109.31018849275,3718.82847159966,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-54571617-4,Cooperativa Popular de Electricidad Obras y Servicios Públicos de Santa Rosa Ltda.,Fraccionadora Envases y Granel,0.0,0.0,0.0,246.58,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-54571792-8,Cooperativa  Electrica de Galvez Limitada.,Fraccionadora Envases y Granel,0.0,0.0,0.0,24.04,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-54575800-4,Cooperativa de Energía Eléctrica y Otros Servicios Públicos de LasVarillas Limitada,Fraccionadora Envases y Granel,0.0,0.0,0.0,46.78,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-55449610-1,Total Especialidades Argentina S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,1042.84,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-55483494-5,Cooperativa de Obras y Servicios Públicos Sociales y Viviendas El Bolsón Limitada,Fraccionadora Envases y Granel,0.0,0.0,0.0,270.02,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-59748997-4,Sartini Gas SRL,Fraccionadora Envases y Granel,0.0,0.0,0.0,139.74,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-60448073-2,"Cooperativa de Cooperativas La Regional de Provisión, Obras y Servicios Públicos Ltda. ",Fraccionadora Envases y Granel,0.0,0.0,0.0,212.04,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-61544169-0,Special Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,71.82,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-62273099-1,Di Marco S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,402.6,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-63010662-8,Gas Austral  S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,348.44,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-63718290-7,Cañuelas Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,4863.93,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-65786428-1,CAMUZZI GAS PAMPEANA S.A.,Distribuidores por Redes,556.08,3979.11,3601.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-65786442-7,Camuzzi Gas del Sur S.A.,Distribuidores por Redes,796.4,3979.11,3601.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-66175841-0,Medanito S.A.,Petroquimica,0.0,0.0,0.0,20.94,16851.25,15250.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-67364611-1,Distrigas S.A.,Distribuidores por Redes,720.72,3979.11,3601.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-68092234-5,Italgas S.A.,Petroquimica,0.0,0.0,0.0,553.54,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-68092234-5,Italgas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,697.54,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-68622628-6,Dolores Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,502.98,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-70823574-8,KARPINO S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,259.38,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-70840690-9,Balza Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,357.82,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-70853403-6,Distribuidora Lidergas,Fraccionadora Envases y Granel,0.0,0.0,0.0,303.62,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-70874865-6,Buenos Aires Gas (BAGSA),Distribuidores por Redes,658.08,3979.11,3601.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-70891311-8,Futuro Gas Sociedad Anónima.,Fraccionadora Envases y Granel,0.0,0.0,0.0,43.7,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,30-70952996-6,Ansigas II S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,89.86,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30657862068,Transportadora de Gas del Sur S.A.,COMPLEJOS CERRI - BAHIA BLANCA |Oper:Transportadora de Gas del Sur S.A.| ,Propano,33-71097065-9,Sifer Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,244.0,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"LEALES, TUCUMAN |Oper:Refinería del Norte SA| ",Butano,30-51548847-9,YPF Gas S.A.,Fraccionadora Envases y Granel,91.53,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"GUEMES, SALTA |Oper:Refinería del Norte SA| ",Butano,30-51548847-9,YPF Gas S.A.,Fraccionadora Envases y Granel,616.339,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"LEALES, TUCUMAN |Oper:Refinería del Norte SA| ",Butano,30-51563721-0,Amarilla Gas S.A,Fraccionadora Envases y Granel,568.83,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"LEALES, TUCUMAN |Oper:Refinería del Norte SA| ",Butano,30-51651424-4,Propanorte S.A.C.I.F.,Fraccionadora Envases y Granel,425.9,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"GUEMES, SALTA |Oper:Refinería del Norte SA| ",Butano,30-54302442-9,Las Varillas Gas SACI,Fraccionadora Envases y Granel,222.42,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"LEALES, TUCUMAN |Oper:Refinería del Norte SA| ",Butano,30-54302442-9,Las Varillas Gas SACI,Fraccionadora Envases y Granel,25.43,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"LEALES, TUCUMAN |Oper:Refinería del Norte SA| ",Butano,30-55449610-1,Total Especialidades Argentina S.A.,Fraccionadora Envases y Granel,275.89,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"LEALES, TUCUMAN |Oper:Refinería del Norte SA| ",Butano,30-68092234-5,Italgas S.A.,Fraccionadora Envases y Granel,518.32,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"LEALES, TUCUMAN |Oper:Refinería del Norte SA| ",Butano,30-70891311-8,Futuro Gas Sociedad Anónima.,Fraccionadora Envases y Granel,231.72,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"SAN LORENZO, SANTA FE |Oper:Refinería del Norte SA| ",Mezcla,30-51563721-0,Amarilla Gas S.A,Fraccionadora Envases y Granel,252.4,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"SAN LORENZO, SANTA FE |Oper:Refinería del Norte SA| ",Mezcla,30-61544169-0,Special Gas S.A.,Fraccionadora Envases y Granel,91.64,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"SAN LORENZO, SANTA FE |Oper:Refinería del Norte SA| ",Mezcla,30-68092234-5,Italgas S.A.,Fraccionadora Envases y Granel,481.7,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"SAN LORENZO, SANTA FE |Oper:Refinería del Norte SA| ",Mezcla,30-70891311-8,Futuro Gas Sociedad Anónima.,Fraccionadora Envases y Granel,818.64,5984.68,5416.0,0.0,0.0,0.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"SAN LORENZO, SANTA FE |Oper:Refinería del Norte SA| ",Mezcla,33-70771202-9,Federal Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,528.0,15704.26,14212.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"LEALES, TUCUMAN |Oper:Refinería del Norte SA| ",Propano,30-51548847-9,YPF Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,176.05,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"GUEMES, SALTA |Oper:Refinería del Norte SA| ",Propano,30-51548847-9,YPF Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,252.765,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"SAN LORENZO, SANTA FE |Oper:Refinería del Norte SA| ",Propano,30-51548847-9,YPF Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,1570.0,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,REFINERIA MONTE CRISTO |Oper:Refinería del Norte SA| ,Propano,30-51548847-9,YPF Gas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,2382.49,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"LEALES, TUCUMAN |Oper:Refinería del Norte SA| ",Propano,30-51563721-0,Amarilla Gas S.A,Fraccionadora Envases y Granel,0.0,0.0,0.0,68.08,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"GUEMES, SALTA |Oper:Refinería del Norte SA| ",Propano,30-51563721-0,Amarilla Gas S.A,Fraccionadora Envases y Granel,0.0,0.0,0.0,332.99,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"SAN LORENZO, SANTA FE |Oper:Refinería del Norte SA| ",Propano,30-51563721-0,Amarilla Gas S.A,Fraccionadora Envases y Granel,0.0,0.0,0.0,385.98,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"GUEMES, SALTA |Oper:Refinería del Norte SA| ",Propano,30-51651424-4,Propanorte S.A.C.I.F.,Fraccionadora Envases y Granel,0.0,0.0,0.0,18.89,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"LEALES, TUCUMAN |Oper:Refinería del Norte SA| ",Propano,30-51651424-4,Propanorte S.A.C.I.F.,Fraccionadora Envases y Granel,0.0,0.0,0.0,56.2,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"SAN LORENZO, SANTA FE |Oper:Refinería del Norte SA| ",Propano,30-52655265-9,Pampa Energia S.A.,Petroquimica,0.0,0.0,0.0,1850.0,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"GUEMES, SALTA |Oper:Refinería del Norte SA| ",Propano,30-54302442-9,Las Varillas Gas SACI,Fraccionadora Envases y Granel,0.0,0.0,0.0,69.6,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"GUEMES, SALTA |Oper:Refinería del Norte SA| ",Propano,30-55449610-1,Total Especialidades Argentina S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,17.14,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"LEALES, TUCUMAN |Oper:Refinería del Norte SA| ",Propano,30-55449610-1,Total Especialidades Argentina S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,180.03,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"SAN LORENZO, SANTA FE |Oper:Refinería del Norte SA| ",Propano,30-55449610-1,Total Especialidades Argentina S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,794.95,15876.64,14368.0,0.0,0,0,2018-07-31
2018,7,30658233692,Refinería del Norte SA,"GUEMES, SALTA |Oper:Refinería del Norte SA| ",Propano,30-68092234-5,Italgas S.A.,Fraccionadora Envases y Granel,0.0,0.0,0.0,21.08,15876.64,14368.0,0.0,0,0,2018-07-31
